Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS
Date,,,,,,
2002-11-25,0.03608640283346176,1.1802170276641846,1.1993769407272339,1.1495620012283325,1.1495620012283325,455560
2002-11-26,0.036461323499679565,1.1924790143966675,1.2070410251617432,1.1878809928894043,1.2070410251617432,462736
2002-11-27,0.03655506670475006,1.195544958114624,1.1978440284729004,1.1725540161132812,1.1725540161132812,448540
2002-11-28,0.03629731759428978,1.187114953994751,1.1963109970092773,1.1840490102767944,1.195544958114624,453641
2002-11-29,0.036273855715990067,1.1863479614257812,1.2101060152053833,1.1495620012283325,1.1495620012283325,477885
2002-12-02,0.03629731759428978,1.187114953994751,1.2185360193252563,1.1725540161132812,1.1725540161132812,362589
2002-12-03,0.03589893877506256,1.1740859746932983,1.2024420499801636,1.1495620012283325,1.1771520376205444,308556
2002-12-04,0.035149093717336655,1.1495620012283325,1.1648900508880615,1.1426650285720825,1.1426650285720825,308399
2002-12-05,0.03599269315600395,1.1771520376205444,1.1878809928894043,1.1426650285720825,1.1426650285720825,308021
2002-12-06,0.0360395610332489,1.178684949874878,1.1917129755020142,1.1656559705734253,1.1863479614257812,296590
2002-12-09,0.03561777248978615,1.1648900508880615,1.1901799440383911,1.1503289937973022,1.1825170516967773,303441
2002-12-10,0.03507879376411438,1.1472630500793457,1.1802170276641846,1.1426650285720825,1.1802170276641846,314336
2002-12-11,0.03524283692240715,1.152627944946289,1.1802170276641846,1.1342350244522095,1.1633570194244385,305085
2002-12-12,0.03461014851927757,1.131935954093933,1.1495620012283325,1.0116150379180908,1.0192790031433105,714140
2002-12-13,0.03484448790550232,1.1396000385284424,1.152627944946289,1.1265710592269897,1.1265710592269897,338763
2002-12-16,0.03521941229701042,1.1518620252609253,1.1725540161132812,1.1265710592269897,1.1418989896774292,327215
2002-12-17,0.0342586524784565,1.1204400062561035,1.1495620012283325,1.1204400062561035,1.1495620012283325,141249
2002-12-18,0.034211792051792145,1.1189069747924805,1.1464970111846924,1.1112439632415771,1.1265710592269897,308034
2002-12-19,0.03456328436732292,1.1304030418395996,1.1487959623336792,1.1204400062561035,1.1487959623336792,303297
2002-12-20,0.03453986346721649,1.1296370029449463,1.1403659582138062,1.1242719888687134,1.1242719888687134,297139
2002-12-23,0.034328944981098175,1.1227389574050903,1.1288700103759766,1.1120100021362305,1.1120100021362305,302345
2002-12-24,0.033907175064086914,1.1089450120925903,1.1258050203323364,1.0989819765090942,1.1012810468673706,406980
2002-12-25,0.033907175064086914,1.1089450120925903,1.1089450120925903,1.1089450120925903,1.1089450120925903,0
2002-12-26,0.03416493535041809,1.1173750162124634,1.1273380517959595,1.1058789491653442,1.1196739673614502,148921
2002-12-27,0.03404776379466057,1.1135430335998535,1.1418989896774292,1.1112439632415771,1.1418989896774292,439014
2002-12-30,0.03397747874259949,1.1112439632415771,1.1227389574050903,1.1051130294799805,1.1158419847488403,137334
2002-12-31,0.03376656770706177,1.1043460369110107,1.1258050203323364,1.0959160327911377,1.1250380277633667,433429
2003-01-01,0.033836860209703445,1.1066449880599976,1.115075945854187,1.0966830253601074,1.0966830253601074,404318
2003-01-02,0.03393060341477394,1.1097110509872437,1.1112439632415771,1.1051130294799805,1.1081780195236206,407763
2003-01-03,0.03395402804017067,1.1104769706726074,1.1258050203323364,1.1043460369110107,1.1189069747924805,410308
2003-01-06,0.03371972218155861,1.102813959121704,1.1189069747924805,1.0974489450454712,1.1189069747924805,404762
2003-01-07,0.03379001468420029,1.1051130294799805,1.1112439632415771,1.0943830013275146,1.1035799980163574,407737
2003-01-08,0.03367285430431366,1.1012810468673706,1.1173750162124634,1.0905519723892212,1.1158419847488403,439223
2003-01-09,0.03355568274855614,1.0974489450454712,1.1181410551071167,1.0882519483566284,1.1181410551071167,404436
2003-01-10,0.033438511192798615,1.0936169624328613,1.1173750162124634,1.0882519483566284,1.0920840501785278,406954
2003-01-13,0.03311046212911606,1.0828880071640015,1.0997480154037476,1.0805890560150146,1.0928510427474976,403966
2003-01-14,0.033438511192798615,1.0936169624328613,1.0959160327911377,1.0882519483566284,1.0920840501785278,405649
2003-01-15,0.03355568274855614,1.0974489450454712,1.1035799980163574,1.0920840501785278,1.0966830253601074,405962
2003-01-16,0.03332134336233139,1.0897849798202515,1.0943830013275146,1.0859529972076416,1.0859529972076416,411560
2003-01-17,0.033438511192798615,1.0936169624328613,1.102813959121704,1.0890189409255981,1.0928510427474976,404318
2003-01-20,0.033251043409109116,1.0874860286712646,1.0989819765090942,1.0667940378189087,1.0667940378189087,430063
2003-01-21,0.033274468034505844,1.0882519483566284,1.0959160327911377,1.0821210145950317,1.0882519483566284,498280
2003-01-22,0.033274468034505844,1.0882519483566284,1.0920840501785278,1.0652610063552856,1.0652610063552856,421438
2003-01-23,0.03320416808128357,1.0859529972076416,1.0905519723892212,1.0813549757003784,1.0882519483566284,432490
2003-01-24,0.03264179453253746,1.0675599575042725,1.0882519483566284,1.0583640336990356,1.0882519483566284,401983
2003-01-27,0.03128271922469139,1.0231109857559204,1.057597041130066,1.0177459716796875,1.0353729724884033,409655
2003-01-28,0.03200910985469818,1.0468679666519165,1.0499340295791626,1.0223439931869507,1.0384379625320435,409499
2003-01-29,0.031681060791015625,1.0361390113830566,1.0499340295791626,1.0277090072631836,1.0499340295791626,408716
2003-01-30,0.03139985725283623,1.0269420146942139,1.0384379625320435,1.0208109617233276,1.0269420146942139,463558
2003-01-31,0.03109525330364704,1.0169800519943237,1.0353729724884033,0.9970539808273315,0.9970539808273315,461053
2003-02-03,0.03132956102490425,1.0246429443359375,1.0338399410247803,1.0039509534835815,1.0047179460525513,468725
2003-02-04,0.030978083610534668,1.0131479501724243,1.0346059799194336,1.0116150379180908,1.0307739973068237,459213
2003-02-05,0.03072032518684864,1.0047179460525513,1.0192790031433105,1.0001189708709717,1.0192790031433105,459044
2003-02-06,0.03093121387064457,1.0116150379180908,1.014680027961731,1.0031850337982178,1.0139139890670776,453498
2003-02-07,0.030532870441675186,0.9985870122909546,1.0108489990234375,0.9962869882583618,1.007783055305481,460166
2003-02-10,0.03050941973924637,0.9978200197219849,1.0039509534835815,0.9579690098762512,0.9893900156021118,548660
2003-02-11,0.030392248183488846,0.9939879775047302,1.0039509534835815,0.9817259907722473,0.9962869882583618,469939
2003-02-12,0.030486000701785088,0.9970539808273315,1.007783055305481,0.9886239767074585,0.9962869882583618,463323
2003-02-13,0.030486000701785088,0.9970539808273315,0.9970539808273315,0.9970539808273315,0.9970539808273315,0
2003-02-14,0.03032195009291172,0.9916890263557434,1.0008859634399414,0.9886239767074585,0.9978200197219849,467121
2003-02-17,0.030415702611207962,0.9947550296783447,1.0154470205307007,0.9939879775047302,0.9962869882583618,490869
2003-02-18,0.030462540686130524,0.9962869882583618,1.0100820064544678,0.9962869882583618,1.007783055305481,457713
2003-02-19,0.030556291341781616,0.9993529915809631,1.0384379625320435,0.9955210089683533,1.0116150379180908,457686
2003-02-20,0.030392248183488846,0.9939879775047302,1.0031850337982178,0.9924560189247131,0.9970539808273315,459513
2003-02-21,0.030486000701785088,0.9970539808273315,1.0001189708709717,0.9939879775047302,1.0001189708709717,439601
2003-02-24,0.03050941973924637,0.9978200197219849,1.0016520023345947,0.9817259907722473,0.9817259907722473,451971
2003-02-25,0.030462540686130524,0.9962869882583618,1.0031850337982178,0.9955210089683533,1.0031850337982178,459839
2003-02-26,0.030532870441675186,0.9985870122909546,1.0001189708709717,0.9955210089683533,0.9985870122909546,438101
2003-02-27,0.030579710379242897,1.0001189708709717,1.0039509534835815,0.9955210089683533,0.9962869882583618,444038
2003-02-28,0.030462540686130524,0.9962869882583618,1.0330729484558105,0.9932219982147217,1.0031850337982178,493387
2003-03-03,0.030462540686130524,0.9962869882583618,1.002418041229248,0.9901559948921204,1.002418041229248,472718
2003-03-04,0.030439121648669243,0.9955210089683533,1.0031850337982178,0.9932219982147217,0.9970539808273315,460609
2003-03-05,0.030556291341781616,0.9993529915809631,1.002418041229248,0.9924560189247131,0.9962869882583618,460296
2003-03-06,0.030462540686130524,0.9962869882583618,1.0031850337982178,0.9932219982147217,0.9993529915809631,453889
2003-03-07,0.030181363224983215,0.9870910048484802,0.9962869882583618,0.9840250015258789,0.9962869882583618,460870
2003-03-10,0.029947029426693916,0.9794269800186157,0.9817259907722473,0.9771280288696289,0.9809600114822388,331299
2003-03-11,0.029923606663942337,0.9786610007286072,0.9886239767074585,0.9755949974060059,0.9886239767074585,457282
2003-03-12,0.029900159686803818,0.9778940081596375,0.9886239767074585,0.9349769949913025,0.9886239767074585,805741
2003-03-13,0.029947029426693916,0.9794269800186157,1.0192790031433105,0.9748290181159973,1.0192790031433105,463493
2003-03-14,0.029947029426693916,0.9794269800186157,0.9794269800186157,0.9794269800186157,0.9794269800186157,0
2003-03-17,0.02985331602394581,0.9763619899749756,0.9809600114822388,0.9732959866523743,0.9809600114822388,518127
2003-03-18,0.02985331602394581,0.9763619899749756,0.9763619899749756,0.9763619899749756,0.9763619899749756,0
2003-03-19,0.02954868972301483,0.9663990139961243,0.9893900156021118,0.9656320214271545,0.9801939725875854,212702
2003-03-20,0.029829859733581543,0.9755949974060059,0.9801939725875854,0.9671649932861328,0.971763014793396,453994
2003-03-21,0.029876740649342537,0.9771280288696289,0.9878569841384888,0.9656320214271545,0.9878569841384888,448670
2003-03-24,0.029290931299328804,0.9579690098762512,0.9732959866523743,0.9579690098762512,0.9732959866523743,165950
2003-03-25,0.02891600877046585,0.9457070231437683,0.9595010280609131,0.942641019821167,0.9595010280609131,143297
2003-03-26,0.02893942967057228,0.9464730024337769,0.9579690098762512,0.941107988357544,0.9579690098762512,252826
2003-03-27,0.028892552480101585,0.9449399709701538,0.9503049850463867,0.942641019821167,0.9464730024337769,464589
2003-03-28,0.028869131579995155,0.9441739916801453,0.95107102394104,0.9280800223350525,0.9280800223350525,453028
2003-03-31,0.028775382786989212,0.941107988357544,0.9464730024337769,0.9296129941940308,0.9457070231437683,689675
2003-04-01,0.028751960024237633,0.9403420090675354,0.9464730024337769,0.9349769949913025,0.9357439875602722,462358
2003-04-02,0.02900972217321396,0.9487720131874084,0.9602680206298828,0.9403420090675354,0.9602680206298828,477207
2003-04-03,0.02891600877046585,0.9457070231437683,0.9579690098762512,0.9388089776039124,0.9579690098762512,484044
2003-04-04,0.028751960024237633,0.9403420090675354,0.9564359784126282,0.9388089776039124,0.9564359784126282,453367
2003-04-07,0.02893942967057228,0.9464730024337769,0.95107102394104,0.942641019821167,0.9449399709701538,455912
2003-04-08,0.028728540986776352,0.9395760297775269,0.9480059742927551,0.9395760297775269,0.942641019821167,138965
2003-04-09,0.02884567901492119,0.9434069991111755,0.9503049850463867,0.9372760057449341,0.9503049850463867,148908
2003-04-10,0.02811928652226925,0.9196500182151794,0.9441739916801453,0.9196500182151794,0.942641019821167,150787
2003-04-11,0.028470762073993683,0.9311450123786926,0.9418749809265137,0.920415997505188,0.9418749809265137,138822
2003-04-14,0.028470762073993683,0.9311450123786926,0.9311450123786926,0.9311450123786926,0.9311450123786926,0
2003-04-15,0.028681671246886253,0.9380429983139038,0.9457070231437683,0.934211015701294,0.934211015701294,454542
2003-04-16,0.02849421091377735,0.9319120049476624,0.9403420090675354,0.921949028968811,0.9388089776039124,447182
2003-04-17,0.028400462120771408,0.928846001625061,0.9349769949913025,0.921949028968811,0.934211015701294,449453
2003-04-18,0.028400462120771408,0.928846001625061,0.928846001625061,0.928846001625061,0.928846001625061,0
2003-04-21,0.028377046808600426,0.9280800223350525,0.9349769949913025,0.9196500182151794,0.9311450123786926,455207
2003-04-22,0.028705090284347534,0.9388089776039124,0.9579690098762512,0.9257810115814209,0.9349769949913025,464067
2003-04-23,0.028611376881599426,0.9357439875602722,0.9388089776039124,0.9273139834403992,0.9357439875602722,454633
2003-04-24,0.02851763181388378,0.9326779842376709,0.9388089776039124,0.9280800223350525,0.9388089776039124,437918
2003-04-25,0.02814270555973053,0.920415997505188,0.9349769949913025,0.9196500182151794,0.9273139834403992,442289
2003-04-28,0.02849421091377735,0.9319120049476624,0.9334449768066406,0.9227150082588196,0.9273139834403992,451241
2003-04-29,0.02833016775548458,0.9265469908714294,0.942641019821167,0.9196500182151794,0.9303789734840393,464380
2003-04-30,0.028470762073993683,0.9311450123786926,0.9388089776039124,0.8583400249481201,0.8583400249481201,439079
2003-05-01,0.028470762073993683,0.9311450123786926,0.9311450123786926,0.9311450123786926,0.9311450123786926,0
2003-05-02,0.028447335585951805,0.9303789734840393,0.9380429983139038,0.9273139834403992,0.9349769949913025,506475
2003-05-05,0.028892552480101585,0.9449399709701538,0.9457070231437683,0.9311450123786926,0.9349769949913025,528109
2003-05-06,0.029454944655299187,0.963333010673523,0.9656320214271545,0.942641019821167,0.942641019821167,597918
2003-05-07,0.02903314307332039,0.949537992477417,0.9656320214271545,0.9349769949913025,0.9503049850463867,524703
2003-05-08,0.028775382786989212,0.941107988357544,0.9579690098762512,0.9349769949913025,0.9503049850463867,460231
2003-05-09,0.028775382786989212,0.941107988357544,0.9572020173072815,0.9349769949913025,0.9349769949913025,496623
2003-05-12,0.02903314307332039,0.949537992477417,0.9556689858436584,0.9464730024337769,0.95107102394104,422678
2003-05-13,0.02922060713171959,0.9556689858436584,0.9579690098762512,0.9372760057449341,0.9464730024337769,459265
2003-05-14,0.02961897663772106,0.9686980247497559,0.9809600114822388,0.9541370272636414,0.9572020173072815,550409
2003-05-15,0.03554746136069298,1.1625909805297852,1.1625909805297852,0.9939879775047302,0.9955210089683533,562100
2003-05-16,0.04152282327413559,1.3580169677734375,1.394036054611206,1.2124049663543701,1.2415269613265991,1487652
2003-05-19,0.04318653419613838,1.4124289751052856,1.4369529485702515,1.371811032295227,1.3909709453582764,1357833
2003-05-20,0.040960442274808884,1.339624047279358,1.3794749975204468,1.303604006767273,1.303604006767273,686595
2003-05-21,0.04105415195226669,1.342689037322998,1.3871389627456665,1.310500979423523,1.310500979423523,665392
2003-05-22,0.041639961302280426,1.361847996711731,1.3764100074768066,1.3503530025482178,1.371811032295227,462658
2003-05-23,0.041850872337818146,1.368746042251587,1.3710449934005737,1.349586009979248,1.356484055519104,466651
2003-05-26,0.04105415195226669,1.342689037322998,1.371811032295227,1.3334929943084717,1.3641480207443237,442172
2003-05-27,0.03971850499510765,1.2990059852600098,1.3702789545059204,1.289808988571167,1.3679790496826172,487398
2003-05-28,0.03955446928739548,1.2936409711837769,1.3181649446487427,1.2821450233459473,1.3181649446487427,425300
2003-05-29,0.039156123995780945,1.2806129455566406,1.3028370141983032,1.274482011795044,1.2951740026474,451032
2003-05-30,0.03924983739852905,1.2836780548095703,1.3028370141983032,1.2660510540008545,1.2959400415420532,451358
2003-06-02,0.03978879749774933,1.3013050556182861,1.321997046470642,1.288275957107544,1.289808988571167,488911
2003-06-03,0.03906236216425896,1.277547001838684,1.3074359893798828,1.274482011795044,1.2951740026474,502338
2003-06-04,0.03913266956806183,1.279845952987671,1.3013050556182861,1.2683509588241577,1.2875100374221802,469939
2003-06-05,0.04035118222236633,1.3196979761123657,1.3488199710845947,1.2990059852600098,1.2990059852600098,481839
2003-06-06,0.04161654785275459,1.3610819578170776,1.3948030471801758,1.3265949487686157,1.341156005859375,519901
2003-06-09,0.04074952378869057,1.332726001739502,1.3787089586257935,1.3227629661560059,1.3787089586257935,498176
2003-06-10,0.04042147845029831,1.321997046470642,1.349586009979248,1.3143329620361328,1.3143329620361328,477611
2003-06-11,0.039695046842098236,1.29823899269104,1.341156005859375,1.2660510540008545,1.3028370141983032,486210
2003-06-12,0.04006997123360634,1.310500979423523,1.3150999546051025,1.2951740026474,1.2951740026474,456068
2003-06-13,0.03962475806474686,1.2959400415420532,1.339624047279358,1.281378984451294,1.339624047279358,483862
2003-06-16,0.039156123995780945,1.2806129455566406,1.310500979423523,1.2790800333023071,1.2959400415420532,473579
2003-06-17,0.03962475806474686,1.2959400415420532,1.325829029083252,1.292875051498413,1.306668996810913,484083
2003-06-18,0.04089011251926422,1.3373240232467651,1.3702789545059204,1.288275957107544,1.310500979423523,582651
